code,year_month,month,unit_markup,Y,hc_cluster_1,hc_cluster_2,hc_cluster_3,hc_cluster_4,hc_cluster_5,hc_cluster_6,hc_cluster_7,hc_cluster_8,hc_cluster_9,kmeans_cluster_0,kmeans_cluster_1,kmeans_cluster_2,kmeans_cluster_3,kmeans_cluster_4,kmeans_cluster_5,kmeans_cluster_6,kmeans_cluster_7,kmeans_cluster_8,cat_code_0,cat_code_1,cat_code_2,cat_code_3,cat_code_4,cat_code_5,cat_code_6,cat_code_7,cat_code_8,cat_code_9,cat_code_10
0671c2b9132a3f5215a4212ce0691694,2017-05,5,2.2,84,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0671c2b9132a3f5215a4212ce0691694,2017-05,5,2.3,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0671c2b9132a3f5215a4212ce0691694,2017-05,5,2.7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-08,8,1.2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-08,8,1.3,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-08,8,1.4,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-08,8,1.6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-08,8,1.7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-08,8,1.8,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-08,8,1.9,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-08,8,2.0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-08,8,2.4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-09,9,1.1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-09,9,1.2,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-09,9,1.3,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-09,9,1.4,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-09,9,1.5,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-09,9,1.6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-09,9,1.8,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-09,9,1.9,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-09,9,2.0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-09,9,2.1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-10,10,1.2,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-10,10,1.3,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-10,10,1.4,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-10,10,1.6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-10,10,1.8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-10,10,1.9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-10,10,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-11,11,1.1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-11,11,1.2,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-11,11,1.3,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-11,11,1.4,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-11,11,1.5,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-11,11,1.7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-11,11,1.8,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-11,11,1.9,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-11,11,2.0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-11,11,2.1,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-11,11,2.2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-12,12,1.2,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-12,12,1.3,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-12,12,1.4,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-12,12,1.5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-12,12,1.6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-12,12,1.8,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-12,12,1.9,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-12,12,2.0,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-12,12,2.1,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2016-12,12,2.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2017-01,1,1.1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2017-01,1,1.2,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2017-01,1,1.3,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2017-01,1,1.4,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2017-01,1,1.5,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2017-01,1,1.6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09f544ec2a74c89abeec7b0590fc2d11,2017-01,1,1.7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
