code,year_month,month,unit_price,unit_perc_tax_substitution,Y,hc_cluster_1,hc_cluster_2,hc_cluster_3,hc_cluster_4,hc_cluster_5,hc_cluster_6,hc_cluster_7,hc_cluster_8,hc_cluster_9,kmeans_cluster_0,kmeans_cluster_1,kmeans_cluster_2,kmeans_cluster_3,kmeans_cluster_4,kmeans_cluster_5,kmeans_cluster_6,kmeans_cluster_7,kmeans_cluster_8,cat_code_0,cat_code_1,cat_code_2,cat_code_3,cat_code_4,cat_code_5,cat_code_6,cat_code_7,cat_code_8,cat_code_9,cat_code_10
0dca7ec6ba9b6e8f17f04f713a6be727,2016-12,12,91.60666666666667,0.0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0dca7ec6ba9b6e8f17f04f713a6be727,2017-01,1,44.96200103199165,5.921349845201244,546,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0dca7ec6ba9b6e8f17f04f713a6be727,2017-02,2,55.84428571428574,4.116499999999999,88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0dca7ec6ba9b6e8f17f04f713a6be727,2017-03,3,55.486820754716945,2.867490566037736,161,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0dca7ec6ba9b6e8f17f04f713a6be727,2017-04,4,55.99226315789469,5.338421052631579,115,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0dca7ec6ba9b6e8f17f04f713a6be727,2017-05,5,56.55227011494254,3.556494252873564,98,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0f38be2df6854b4374f06cae1bc38482,2016-11,11,202.88360887096795,7.275504032258068,253,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0f38be2df6854b4374f06cae1bc38482,2016-12,12,243.25665789473678,3.910978947368421,110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0f38be2df6854b4374f06cae1bc38482,2017-01,1,221.45090909090897,5.652857142857141,77,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0f38be2df6854b4374f06cae1bc38482,2017-02,2,217.0438461538461,7.041538461538462,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0f38be2df6854b4374f06cae1bc38482,2017-03,3,200.23212418300727,7.233643790849663,482,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0f38be2df6854b4374f06cae1bc38482,2017-04,4,224.83543902439075,6.797048780487806,212,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0f38be2df6854b4374f06cae1bc38482,2017-05,5,214.85539179104532,8.002798507462687,272,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118484c270085e811fbbc81978a269b2,2016-12,12,181.78666666666666,6.206666666666667,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118484c270085e811fbbc81978a269b2,2017-01,1,176.62742105263143,10.651947368421053,96,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118484c270085e811fbbc81978a269b2,2017-02,2,171.89508620689654,11.874482758620694,116,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118484c270085e811fbbc81978a269b2,2017-03,3,178.13455555555535,10.477555555555552,90,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118484c270085e811fbbc81978a269b2,2017-04,4,184.868409090909,7.9422727272727265,44,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118484c270085e811fbbc81978a269b2,2017-05,5,188.9970212765957,11.792553191489358,47,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13b69fd4bf80b95756e3b138c9169a7f,2016-06,6,107.58916666666669,8.299166666666666,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13b69fd4bf80b95756e3b138c9169a7f,2016-07,7,105.42999999999999,8.416666666666666,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13b69fd4bf80b95756e3b138c9169a7f,2016-08,8,96.1636,8.5944,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13b69fd4bf80b95756e3b138c9169a7f,2016-09,9,76.94110714285712,12.390535714285713,93,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13b69fd4bf80b95756e3b138c9169a7f,2016-10,10,103.4842105263158,9.129999999999999,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13b69fd4bf80b95756e3b138c9169a7f,2016-11,11,89.53535714285714,8.173214285714291,58,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13b69fd4bf80b95756e3b138c9169a7f,2016-12,12,90.81741379310346,9.357931034482762,59,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13b69fd4bf80b95756e3b138c9169a7f,2017-01,1,89.90799319727891,11.229387755102044,54,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13b69fd4bf80b95756e3b138c9169a7f,2017-02,2,88.20819444444446,9.133055555555556,38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13b69fd4bf80b95756e3b138c9169a7f,2017-03,3,92.15011363636366,7.9164090909090925,57,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13b69fd4bf80b95756e3b138c9169a7f,2017-04,4,88.60391025641024,8.416802884615386,72,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13b69fd4bf80b95756e3b138c9169a7f,2017-05,5,85.97666666666669,10.31418918918919,45,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174ef25d9556d516a813e2972f3b8351,2016-06,6,200.37,9.826249999999998,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174ef25d9556d516a813e2972f3b8351,2016-07,7,203.02638888888885,9.33222222222222,36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174ef25d9556d516a813e2972f3b8351,2016-08,8,210.16218749999987,6.4496875000000005,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174ef25d9556d516a813e2972f3b8351,2016-09,9,198.6022,3.988,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174ef25d9556d516a813e2972f3b8351,2016-10,10,187.38263157894735,2.9699999999999998,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174ef25d9556d516a813e2972f3b8351,2016-11,11,187.89000000000001,1.2325,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174ef25d9556d516a813e2972f3b8351,2016-12,12,195.28422222222216,6.999777777777778,46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174ef25d9556d516a813e2972f3b8351,2017-01,1,199.38499999999996,4.553333333333334,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174ef25d9556d516a813e2972f3b8351,2017-02,2,204.89714285714282,10.088214285714287,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174ef25d9556d516a813e2972f3b8351,2017-03,3,197.08353448275858,7.1275,61,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174ef25d9556d516a813e2972f3b8351,2017-04,4,189.28115384615379,9.12769230769231,80,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174ef25d9556d516a813e2972f3b8351,2017-05,5,198.44405660377345,10.795974842767299,114,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193628b6634713730d3c506f2da0ff58,2016-06,6,81.89607843137256,6.94392156862745,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193628b6634713730d3c506f2da0ff58,2016-07,7,80.52637837837833,8.648162162162166,188,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193628b6634713730d3c506f2da0ff58,2016-08,8,78.98414285714281,10.707904761904764,107,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193628b6634713730d3c506f2da0ff58,2016-09,9,79.84671487603309,6.845764462809921,129,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193628b6634713730d3c506f2da0ff58,2016-10,10,77.41099248120292,9.085894736842103,137,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193628b6634713730d3c506f2da0ff58,2016-11,11,77.86367094017082,6.044769230769234,205,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193628b6634713730d3c506f2da0ff58,2016-12,12,79.07397996357017,6.231074681238617,188,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193628b6634713730d3c506f2da0ff58,2017-01,1,69.76462340425552,9.234734042553196,499,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193628b6634713730d3c506f2da0ff58,2017-02,2,74.99825123152691,6.82354679802955,213,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193628b6634713730d3c506f2da0ff58,2017-03,3,68.81438914027176,7.515113122171949,447,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193628b6634713730d3c506f2da0ff58,2017-04,4,64.37897511460393,8.923904715127703,520,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193628b6634713730d3c506f2da0ff58,2017-05,5,66.56181387665231,8.225601321585897,476,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1a225367d52023424b6f4b2aa8632615,2016-06,6,139.92,17.44,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1a225367d52023424b6f4b2aa8632615,2016-09,9,142.91000000000003,9.017272727272728,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1a225367d52023424b6f4b2aa8632615,2016-10,10,147.19062499999998,13.310625,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1a225367d52023424b6f4b2aa8632615,2016-11,11,146.7335135135135,9.214594594594596,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1a225367d52023424b6f4b2aa8632615,2016-12,12,148.129375,9.8525,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1a225367d52023424b6f4b2aa8632615,2017-01,1,148.35647058823528,8.741176470588236,34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1a225367d52023424b6f4b2aa8632615,2017-02,2,148.39194444444445,11.594722222222222,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1a225367d52023424b6f4b2aa8632615,2017-03,3,147.14942307692303,11.1275,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1a225367d52023424b6f4b2aa8632615,2017-04,4,150.36326530612237,9.262244897959185,49,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1a225367d52023424b6f4b2aa8632615,2017-05,5,158.7447999999999,9.876799999999998,51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1b3980ee40dc5d60ecae3b19cd41f49a,2016-06,6,160.972,0.0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1b3980ee40dc5d60ecae3b19cd41f49a,2016-07,7,166.7975,4.541666666666667,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1b3980ee40dc5d60ecae3b19cd41f49a,2016-08,8,169.47529411764705,7.8458823529411745,34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1b3980ee40dc5d60ecae3b19cd41f49a,2016-09,9,157.82574999999997,10.395499999999998,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1b3980ee40dc5d60ecae3b19cd41f49a,2016-10,10,165.4263333333333,9.815,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1b3980ee40dc5d60ecae3b19cd41f49a,2016-11,11,160.80428571428567,9.036547619047619,43,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1b3980ee40dc5d60ecae3b19cd41f49a,2016-12,12,163.92344827586209,5.891034482758621,29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1b3980ee40dc5d60ecae3b19cd41f49a,2017-01,1,157.8608088235293,9.898088235294114,69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1b3980ee40dc5d60ecae3b19cd41f49a,2017-02,2,157.33833333333317,11.718388888888885,92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1b3980ee40dc5d60ecae3b19cd41f49a,2017-03,3,158.61548780487794,9.714756097560974,82,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1b3980ee40dc5d60ecae3b19cd41f49a,2017-04,4,157.1163999999999,10.345199999999998,51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1b3980ee40dc5d60ecae3b19cd41f49a,2017-05,5,161.56086956521736,10.433333333333334,70,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1c234775cae774823f38abe6721e61a4,2016-06,6,397.5730578512406,5.56504132231405,121,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1c234775cae774823f38abe6721e61a4,2016-07,7,393.7485057471267,6.395977011494254,91,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1c234775cae774823f38abe6721e61a4,2016-08,8,390.3222580645165,11.246919354838706,314,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1c234775cae774823f38abe6721e61a4,2016-09,9,412.5836134453787,12.601764705882355,125,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1c234775cae774823f38abe6721e61a4,2016-10,10,501.8863157894735,9.90263157894737,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1c234775cae774823f38abe6721e61a4,2016-11,11,501.35438596491247,7.200175438596491,57,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1c234775cae774823f38abe6721e61a4,2016-12,12,478.7731428571428,2.63,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1c234775cae774823f38abe6721e61a4,2017-01,1,416.90478260869565,4.276521739130436,70,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1c234775cae774823f38abe6721e61a4,2017-02,2,434.65166666666664,4.34,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1c234775cae774823f38abe6721e61a4,2017-03,3,433.2483333333333,7.794999999999999,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1c234775cae774823f38abe6721e61a4,2017-04,4,417.9081818181818,5.4809090909090905,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1c234775cae774823f38abe6721e61a4,2017-05,5,428.9785576923077,7.794038461538461,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
