code,cat_code,source_channel_quantity_152bf0ce464047b9499ccb9e5b9b77a8,source_channel_quantity_2934a86a91bfa55d7f20b4f08a441fac,source_channel_quantity_3ab2427543039f8c9f17d06f6f65a3a7,source_channel_quantity_5a97b8efd901c1d28ff86522b95babb9,source_channel_quantity_67c19e107de33cab7ea9a9db8bc9ccd2,source_channel_quantity_7261d300057219056592010c7bdaf5ee,source_channel_quantity_98defd6ee70dfb1dea416cecdf391f58,source_channel_quantity_9d3e0fcbc1f16d80a76026e8f1c26002,source_channel_quantity_a578e71c3216f513a84ec6a46084fd3a,source_channel_quantity_af082bb0c2fa1414655017d464aa0262,source_channel_quantity_b76eb9b8fc0f17098812da9117d3e500,source_channel_quantity_e9b49f9086ba813ca3f0b321710fef16,source_channel_quantity_ea2912716be1999ab62d5b9dfa4f58f9,source_channel_quantity_fc7020775a7cdf161ab5267985c54601,month_quantity_1,month_quantity_2,month_quantity_3,month_quantity_4,month_quantity_5,month_quantity_6,month_quantity_7,month_quantity_8,month_quantity_9,month_quantity_10,month_quantity_11,month_quantity_12,perc_pis_cofins_quantity_0.0,perc_pis_cofins_quantity_9.25,weekend_quantity_0,weekend_quantity_1,week_of_month_quantity_1,week_of_month_quantity_2,week_of_month_quantity_3,week_of_month_quantity_4,unit_liquid_cost_perc_std,unit_liquid_cost_perc_max,unit_liquid_cost_perc_min,unit_liquid_cost_perc_percentile_50,unit_markup_std,unit_markup_max,unit_markup_min,unit_markup_percentile_50,perc_icms_quantity__0_1,perc_icms_quantity__1_12,perc_icms_quantity__12_20,kmeans_cluster,hc_cluster
5fb59bee157577ee04a269e52af88598,0,0.009950248756218905,0.0,0.01492537313432836,0.0,0.0,0.01990049751243781,0.02155887230514096,0.03980099502487562,0.05306799336650083,0.009950248756218905,0.3764510779436153,0.0,0.009950248756218905,0.4444444444444444,0.04809286898839138,0.05140961857379768,0.04311774461028192,0.04809286898839138,0.20563847429519072,0.03150912106135987,0.04975124378109453,0.061359867330016575,0.09618573797678276,0.05306799336650083,0.25207296849087896,0.05970149253731344,0.003316749585406302,0.9966832504145936,0.7877280265339967,0.21227197346600327,0.20729684908789384,0.2736318407960199,0.27197346600331673,0.2470978441127695,0.13797747415201295,0.9041365292015728,0.09906280696985968,0.5587792088933192,0.4019911732809005,3.8558698596672416,1.1060276492567809,1.7896156193436994,0.4411276948590381,0.0,0.4527363184079602,23,15
2ab0e87dbce6ac45502aa1d2a8265933,0,0.0052770448548812654,0.0,0.0,0.0,0.0026385224274406327,0.02902374670184697,0.0158311345646438,0.02638522427440633,0.15567282321899736,0.0052770448548812654,0.1424802110817942,0.0,0.0395778364116095,0.5778364116094987,0.1108179419525066,0.0633245382585752,0.12137203166226912,0.0712401055408971,0.10026385224274406,0.036939313984168866,0.07387862796833773,0.058047493403693924,0.07387862796833773,0.07387862796833773,0.1503957783641161,0.06596306068601583,0.0026385224274406327,0.9973614775725592,0.7546174142480211,0.2453825857519789,0.2269129287598945,0.2295514511873351,0.2928759894459103,0.2506596306068601,0.10548226380139593,0.7913527213486485,0.1225086961059764,0.5990943787734219,0.31929362905658537,2.9828196260691007,1.2636590145235969,1.66046636169373,0.21108179419525067,0.0,0.7730870712401055,0,2
32ceebf3efea1d04ace4183d20d4da5b,0,0.03758212877792379,0.00013140604467805518,0.029434954007884363,0.03745072273324573,0.0,0.014454664914586069,0.042706964520367936,0.142838370565046,0.09513797634691196,0.007095926412614979,0.5530880420499343,0.0,0.01392904073587385,0.026149802890932983,0.14060446780551905,0.029434954007884363,0.12917214191852824,0.01747700394218134,0.14021024967148488,0.0542706964520368,0.05532194480946123,0.07161629434954007,0.09461235216819974,0.14888304862023652,0.07687253613666227,0.04152431011826544,0.0007884362680683312,0.9992115637319317,0.7477003942181341,0.25229960578186594,0.2014454664914586,0.26583442838370563,0.2742444152431012,0.2584756898817346,0.1570229742525932,1.2584425482551385,0.14187929355171794,0.7130114394142952,0.32142751223299165,2.523665648857187,0.7946330179208615,1.3890357780997251,0.4584756898817346,0.0,0.44875164257555855,14,19
760693745e10b0c5e68c42214c729b0d,0,0.0265788831992197,0.000243842965130456,0.007559131919044134,0.001463057790782736,0.000243842965130456,0.033162643257742014,0.03779565959522068,0.11533772250670568,0.1506949524506218,0.005120702267739576,0.5625457205559621,0.0,0.031211899536698368,0.02804194099000244,0.07632284808583273,0.014386734942696903,0.10607168983174836,0.0265788831992197,0.2050719336747135,0.03974640331626434,0.057790782735918075,0.07802974884174592,0.09387954157522556,0.17922457937088515,0.0880273104120946,0.034869544013655204,0.001706900755913192,0.9982930992440868,0.7822482321385028,0.2177517678614972,0.21750792489636675,0.2740794928066325,0.2592050719336747,0.2492075103633261,0.1518648991082926,1.1556232180140538,0.13777347304748142,0.8100275976293184,0.28025886573924785,2.494791396004948,0.8653339465769012,1.2226185856511689,0.2365276761765423,0.0,0.7559131919044135,18,10
f5f92c2a12f182115c45288a6ef28e94,0,0.027906976744186046,0.0,0.0,0.002325581395348837,0.0,0.02325581395348837,0.06976744186046513,0.060465116279069774,0.060465116279069774,0.002325581395348837,0.6418604651162789,0.0,0.0069767441860465115,0.10465116279069768,0.1511627906976744,0.06279069767441861,0.07441860465116279,0.06744186046511629,0.1186046511627907,0.10465116279069768,0.09767441860465116,0.002325581395348837,0.05813953488372092,0.06976744186046513,0.12325581395348838,0.06976744186046513,0.002325581395348837,0.9976744186046512,0.7395348837209302,0.26046511627906976,0.2279069767441861,0.28837209302325584,0.26976744186046514,0.21395348837209305,0.13587150820176513,0.9170859932407058,0.16007457942463918,0.5649380582767798,0.3381489215089117,2.3406724926073967,1.090410285807878,1.7693991098288824,0.5046511627906977,0.0,0.4069767441860465,8,20
6ace63708a91744bea8a68311bb3506c,0,0.0165016501650165,0.0,0.0,0.0,0.0,0.0429042904290429,0.026402640264026403,0.0594059405940594,0.10231023102310233,0.0033003300330033004,0.6237623762376238,0.0,0.03630363036303631,0.0891089108910891,0.10231023102310233,0.07590759075907591,0.06930693069306931,0.0396039603960396,0.10231023102310233,0.026402640264026403,0.099009900990099,0.1353135313531353,0.0627062706270627,0.0858085808580858,0.15181518151815182,0.04950495049504952,0.0033003300330033004,0.9966996699669968,0.7293729372937293,0.2706270627062706,0.2277227722772277,0.31683168316831684,0.2805280528052805,0.17491749174917492,0.1303364521805337,0.9021209138051656,0.37967592911708026,0.7236731995156056,0.31853704624705664,2.3326420085386186,1.1084988549727532,1.3818392067985317,0.2739273927392739,0.0,0.7227722772277227,18,10
ee2b4e97025f5ca840570265c4288c99,0,0.018617021276595744,0.0,0.0,0.002659574468085107,0.0,0.02393617021276596,0.031914893617021274,0.08776595744680851,0.10106382978723404,0.010638297872340424,0.6382978723404256,0.0,0.026595744680851064,0.058510638297872335,0.06382978723404255,0.06382978723404255,0.13297872340425532,0.12234042553191488,0.15691489361702127,0.125,0.007978723404255319,0.002659574468085107,0.1702127659574468,0.058510638297872335,0.04521276595744681,0.05053191489361702,0.005319148936170214,0.9946808510638298,0.7127659574468085,0.2872340425531915,0.2420212765957447,0.2845744680851064,0.2047872340425532,0.26861702127659576,0.15056201931714605,0.9883713772519359,0.2829426558537913,0.7721172975350656,0.3178281496338537,2.2121715398551736,1.0117654385949504,1.2941635120492945,0.3776595744680851,0.0,0.5345744680851064,18,10
525848b647262de5fd7be193b17cdaac,0,0.024154589371980683,0.0,0.0,0.0016103059581320447,0.0016103059581320447,0.008051529790660225,0.0322061191626409,0.06602254428341385,0.0998389694041868,0.0,0.4557165861513688,0.0,0.02254428341384863,0.2882447665056361,0.05636070853462157,0.0644122383252818,0.08856682769726247,0.05797101449275361,0.12560386473429952,0.0,0.0032206119162640893,0.0322061191626409,0.033816425120772944,0.10628019323671498,0.2898550724637681,0.14170692431561996,0.0032206119162640893,0.996779388083736,0.7407407407407407,0.25925925925925924,0.20611916264090172,0.3204508856682769,0.2399355877616748,0.2334943639291465,0.11601104541469465,0.8653226766748586,0.25358746666476073,0.6168742840778922,0.3586250208517419,2.7029950841823407,1.1556382687700508,1.6210758428596297,0.3896940418679549,0.0,0.497584541062802,19,11
cbeb3a98c1c9b01522db6ee2128ed805,0,0.011547344110854505,0.0,0.0,0.0,0.0,0.009237875288683604,0.0184757505773672,0.04387990762124711,0.21939953810623555,0.0046189376443418,0.42032332563510405,0.0,0.03233256351039261,0.2401847575057737,0.13394919168591224,0.11316397228637412,0.13394919168591224,0.12009237875288685,0.11547344110854504,0.0,0.0,0.02309468822170901,0.05542725173210162,0.08314087759815242,0.13625866050808313,0.08545034642032333,0.0046189376443418,0.9953810623556582,0.7482678983833718,0.2517321016166282,0.19861431870669746,0.2702078521939954,0.2840646651270208,0.2471131639722864,0.11605815618852425,0.7741172454155287,0.16059641309693296,0.621451783407071,0.34774494894458097,2.504740904079382,1.2917939833044574,1.6015642745231329,0.3163972286374134,0.0,0.674364896073903,12,17
09f544ec2a74c89abeec7b0590fc2d11,0,0.008027522935779817,0.0,0.0,0.0,0.0,0.01146788990825688,0.03096330275229358,0.041284403669724766,0.07568807339449543,0.006880733944954129,0.4174311926605505,0.0,0.016055045871559634,0.3922018348623853,0.13302752293577982,0.002293577981651377,0.05275229357798165,0.0676605504587156,0.09862385321100918,0.0,0.0,0.06651376146788991,0.14908256880733944,0.04357798165137615,0.19839449541284404,0.18807339449541285,0.002293577981651377,0.9977064220183486,0.7729357798165137,0.22706422018348624,0.1938073394495413,0.2488532110091743,0.30619266055045874,0.2511467889908257,0.14812496344636164,0.8922356366168647,0.04692375558918911,0.5649174940317939,0.34409672432633354,2.528779054799309,1.1207801604873695,1.5621983409259053,0.4793577981651376,0.0,0.3887614678899083,19,11
1dbe25b2fd344aed0c444fd6b715525b,0,0.0053475935828877,0.0,0.0,0.0,0.0,0.0053475935828877,0.029411764705882363,0.045454545454545456,0.06417112299465241,0.00267379679144385,0.3235294117647059,0.0,0.0053475935828877,0.5187165775401069,0.14171122994652408,0.10160427807486633,0.12032085561497324,0.07219251336898395,0.08823529411764706,0.0,0.0,0.0427807486631016,0.11497326203208555,0.05614973262032087,0.13368983957219252,0.12834224598930485,0.0,1.0,0.6925133689839572,0.3074866310160428,0.16844919786096255,0.29411764705882354,0.3021390374331551,0.2352941176470588,0.1323463167157183,0.8677068146545646,0.2152398123743892,0.6225643697613651,0.3168442242521748,2.2937390413576115,1.1524630014552804,1.5713168799000543,0.32620320855614976,0.0,0.6604278074866311,12,17
5e4c14883e5a606fac56b2630da5dca7,0,0.005226480836236934,0.0,0.010452961672473868,0.01132404181184669,0.0,0.0017421602787456446,0.03310104529616725,0.054878048780487805,0.04878048780487805,0.008710801393728224,0.5618466898954704,0.0,0.025261324041811847,0.2386759581881533,0.05313588850174216,0.0,0.002613240418118467,0.006097560975609756,0.13501742160278746,0.0,0.0,0.0,0.04529616724738676,0.171602787456446,0.3118466898954704,0.27439024390243905,0.003484320557491289,0.9965156794425089,0.7290940766550522,0.2709059233449477,0.21341463414634146,0.2709059233449477,0.2456445993031359,0.2700348432055749,0.12885550698015144,0.9534334053084252,0.13628466041725568,0.531875264977386,0.3336567468043424,2.662915392818604,1.0488409514836656,1.874885401225684,0.5792682926829268,0.0,0.2883275261324042,19,11
b763aecfcfc8cbac2c3a51488d33480a,0,0.004576659038901603,0.0,0.0,0.0,0.0,0.06178489702517163,0.02745995423340961,0.08237986270022883,0.10411899313501144,0.003432494279176201,0.5434782608695652,0.0,0.05263157894736842,0.12013729977116705,0.18421052631578946,0.09496567505720824,0.11212814645308923,0.07093821510297482,0.06064073226544622,0.041189931350114416,0.07093821510297482,0.11098398169336383,0.11899313501144165,0.02402745995423341,0.07322654462242563,0.03775743707093822,0.0022883295194508014,0.9977116704805492,0.6899313501144165,0.3100686498855835,0.2505720823798627,0.2597254004576659,0.2414187643020595,0.2482837528604119,0.14899121498569656,0.9723710200818324,0.19200864968876585,0.5998135336354945,0.3086374823240847,2.198888540919759,1.0284140305989808,1.5559417475493365,0.4816933638443936,0.0,0.505720823798627,3,1
e13f7f001fe2b1af072a3d50d3058284,0,0.021199273167777102,0.0006056935190793457,0.013325257419745608,0.004239854633555421,0.0,0.0,0.02786190187764991,0.07510599636583888,0.11265899454875833,0.003028467595396729,0.4639612356147789,0.0,0.04482132041187159,0.2331920048455481,0.21986674742580253,0.10841913991520293,0.14900060569351908,0.13930950938824954,0.09630526953361596,0.0,0.0006056935190793457,0.0,0.0,0.08116293155663235,0.14597213809812234,0.0593579648697759,0.0006056935190793457,0.9993943064809206,0.7395517867958813,0.2604482132041187,0.22350090854027865,0.2313749242883101,0.290732889158086,0.2543912780133253,0.1326040452295047,1.0028363700859633,0.1402973041355246,0.5146339899241038,0.3386781237924665,2.495389981472945,0.9971716521552562,1.9035969742041925,0.5778316172016961,0.0,0.3488794669897032,8,20
453d427550d3816e446d4882bf67a75f,0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0013550135501355016,0.017615176151761516,0.04878048780487805,0.2127371273712737,0.002710027100271003,0.4078590785907859,0.0,0.06775067750677506,0.23306233062330625,0.19647696476964768,0.11653116531165313,0.17886178861788618,0.1897018970189702,0.14092140921409213,0.0,0.0,0.0,0.0,0.028455284552845524,0.10569105691056913,0.043360433604336036,0.0013550135501355016,0.9986449864498644,0.6598915989159891,0.3401084010840109,0.1842818428184282,0.2872628726287263,0.2696476964769648,0.2588075880758808,0.14903527929379098,1.064177524907359,0.15737140776506328,0.6709646669746856,0.3153937529830215,2.3454005642198776,0.939692839394493,1.4795694996535238,0.3075880758807588,0.0,0.6869918699186992,18,10
f9a023f31c8087fd0c169b3bedd351d1,0,0.017241379310344827,0.0,0.0,0.0,0.0017241379310344827,0.006896551724137931,0.02413793103448276,0.06896551724137931,0.10172413793103448,0.006896551724137931,0.5379310344827586,0.0,0.022413793103448282,0.2120689655172414,0.11206896551724138,0.0913793103448276,0.07413793103448275,0.08275862068965517,0.1086206896551724,0.003448275862068965,0.003448275862068965,0.0,0.1482758620689655,0.17758620689655172,0.0706896551724138,0.12758620689655173,0.003448275862068965,0.9965517241379308,0.696551724137931,0.30344827586206896,0.20172413793103447,0.2982758620689655,0.2672413793103448,0.2327586206896552,0.14288971693393734,1.0187469255787076,0.2807973632893487,0.6299236969196762,0.3314384162623625,2.2547516717108644,0.9815980543273214,1.5874549491267351,0.5103448275862069,0.0,0.4103448275862069,3,1
373cc1cfc10a45488be6b97bd5e94c44,0,0.0,0.0,0.0,0.0,0.009216589861751152,0.018433179723502304,0.05069124423963134,0.05069124423963134,0.15207373271889402,0.009216589861751152,0.423963133640553,0.0,0.027649769585253458,0.25806451612903225,0.04608294930875576,0.08294930875576037,0.05069124423963134,0.013824884792626729,0.10599078341013823,0.0,0.004608294930875576,0.0,0.20276497695852536,0.16129032258064516,0.2119815668202765,0.11981566820276494,0.018433179723502304,0.9815668202764976,0.7603686635944701,0.23963133640552994,0.18433179723502305,0.2304147465437788,0.2995391705069124,0.2857142857142857,0.14795345506005064,1.0187469255787076,0.2573331374210952,0.7111361808864299,0.31735246352590674,2.181451416313198,0.9815980543273214,1.4062004252877442,0.3317972350230415,0.0,0.6451612903225806,18,10
498556cd1dade09f21fea97d3c916875,0,0.009514747859181731,0.0,0.012369172216936251,0.0,0.0,0.0019029495718363464,0.029495718363463368,0.09800190294957184,0.12654614652711704,0.0019029495718363464,0.60418648905804,0.0,0.050428163653663184,0.06565176022835395,0.2997145575642245,0.07516650808753568,0.08943862987630828,0.11798287345385347,0.10466222645099904,0.019029495718363463,0.012369172216936251,0.005708848715509039,0.010466222645099905,0.015223596574690771,0.13035204567078973,0.1198858230256898,0.0009514747859181732,0.9990485252140818,0.7773549000951475,0.2226450999048525,0.1912464319695528,0.2721217887725975,0.3330161750713606,0.20361560418648905,0.19711287972666053,1.2190266748586909,0.2946454856344318,0.8019711359205086,0.3632469752264094,2.657564475989335,0.8182371133898504,1.2468412006694871,0.3301617507136061,0.0,0.6593720266412939,14,19
c348d9bc6a152d8d34489a79ab9452a7,0,0.002570694087403599,0.0,0.0,0.007712082262210797,0.0,0.010282776349614395,0.04113110539845758,0.06426735218508997,0.02313624678663239,0.005141388174807198,0.6375321336760925,0.0,0.030848329048843187,0.17737789203084833,0.05655526992287916,0.20565552699228792,0.14138817480719795,0.07969151670951156,0.06940874035989718,0.08226221079691516,0.12082262210796915,0.03598971722365039,0.002570694087403599,0.04113110539845758,0.11311053984575835,0.05141388174807198,0.007712082262210797,0.9922879177377892,0.699228791773779,0.30077120822622105,0.21079691516709512,0.2802056555269923,0.2827763496143959,0.2262210796915167,0.15117438057339894,0.963960470685977,0.2821927129879521,0.7278847671665352,0.3356857170152736,2.139617050256513,1.0373869369232291,1.3496820294986238,0.455012853470437,0.0,0.4447300771208225,3,1
4ceedf57303e127d31a164c7ae5791d8,0,0.013179571663920923,0.0,0.051070840197693576,0.008237232289950576,0.0,0.011532125205930808,0.0971993410214168,0.03953871499176277,0.019769357495881386,0.009884678747940693,0.5453047775947282,0.0,0.0214168039538715,0.1828665568369028,0.04777594728171335,0.044481054365733116,0.17957166392092258,0.07084019769357495,0.029654036243822075,0.12355848434925865,0.057660626029654036,0.09390444810543658,0.11532125205930807,0.1169686985172982,0.08237232289950576,0.03789126853377265,0.0,1.0,0.7298187808896209,0.2701812191103789,0.2355848434925865,0.28500823723228996,0.2668863261943987,0.21252059308072488,0.12591283265611022,1.00028476502953,0.03387728938902232,0.5042733705166648,0.341544706076281,2.4489668827313107,0.9997153160385068,1.9819924980810728,0.6787479406919276,0.0,0.2487644151565074,8,20
3657af9de7395eaba0dbcbcaa6fd90be,0,0.0,0.0,0.0,0.0,0.0,0.026490066225165563,0.03311258278145696,0.03311258278145696,0.0728476821192053,0.0,0.5298013245033113,0.0,0.039735099337748346,0.26490066225165565,0.06622516556291391,0.046357615894039736,0.08609271523178808,0.17218543046357615,0.046357615894039736,0.0728476821192053,0.07947019867549669,0.05960264900662252,0.039735099337748346,0.09271523178807947,0.17218543046357615,0.06622516556291391,0.006622516556291391,0.9933774834437086,0.6953642384105961,0.30463576158940403,0.2119205298013245,0.2980132450331126,0.271523178807947,0.2185430463576159,0.11220731596848403,0.877869167175518,0.4388060308536809,0.6592469677064556,0.3226510810168909,2.2789112493612205,1.1391219072170282,1.5168822140798564,0.3509933774834437,0.0,0.6092715231788081,3,1
